record_type,mode,n_ops,repeat,threads,k_value,planned_ops,successful_ops,failed_ops,total_ms,avg_ms_per_success,tps_success,event_rows,log_rows,checkpoint_rows,mean_total_ms,stddev_total_ms,min_total_ms,max_total_ms,iqr_total_ms
RUN,HMAC_ONLY,10000,9,1,0,10000,10000,0,63958.409,6.395840860,156.352,10000,0,0,,,,,
RUN,HMAC_ONLY,10000,10,1,0,10000,10000,0,63826.821,6.382682130,156.674,10000,0,0,,,,,
RUN,HMAC_ONLY,10000,11,1,0,10000,10000,0,61319.757,6.131975710,163.080,10000,0,0,,,,,
RUN,HMAC_ONLY,10000,12,1,0,10000,10000,0,63993.486,6.399348580,156.266,10000,0,0,,,,,
RUN,HMAC_ONLY,10000,13,1,0,10000,10000,0,61482.477,6.148247700,162.648,10000,0,0,,,,,
RUN,HMAC_ONLY,10000,14,1,0,10000,10000,0,63896.600,6.389659980,156.503,10000,0,0,,,,,
RUN,HMAC_ONLY,10000,15,1,0,10000,10000,0,61603.538,6.160353780,162.328,10000,0,0,,,,,
RUN,HMAC_ONLY,10000,16,1,0,10000,10000,0,63974.906,6.397490560,156.311,10000,0,0,,,,,
RUN,HMAC_ONLY,10000,17,1,0,10000,10000,0,63802.293,6.380229340,156.734,10000,0,0,,,,,
RUN,HMAC_ONLY,10000,18,1,0,10000,10000,0,61689.214,6.168921370,162.103,10000,0,0,,,,,
RUN,HMAC_ONLY,10000,19,1,0,10000,10000,0,63757.883,6.375788250,156.843,10000,0,0,,,,,
RUN,HMAC_ONLY,10000,20,1,0,10000,10000,0,61728.336,6.172833600,162.000,10000,0,0,,,,,
RUN,HMAC_ONLY,10000,21,1,0,10000,10000,0,63629.785,6.362978460,157.159,10000,0,0,,,,,
RUN,HMAC_ONLY,10000,22,1,0,10000,10000,0,61809.284,6.180928440,161.788,10000,0,0,,,,,
RUN,HMAC_ONLY,10000,23,1,0,10000,10000,0,63707.926,6.370792620,156.966,10000,0,0,,,,,
